GO	Term	Aspect	ASPECT	Entry	Original GO	Original Term	Original Aspect
GO:0003677	DNA binding	F	Molecular Function	A0A194XPU2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2C5XUC5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A162YCU2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M2LME2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W7MV07	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M3D758	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A367JDP0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	X0D0F5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2I0S5C7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A420XY81	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M2S7X7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0A1TSI1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	N1RIE1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2H3H638	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A397SD07	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A094DLR7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2N6P038	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4U0Y2U2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0N0NIV9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A179HNU5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	X0E1P7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W7MB63	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2K0TAY3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0A1PIZ4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2A9PL75	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4Q7K1H7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	B2WD86	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W9IVJ5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1R1XFB6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A367LMC0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	Q0UUW8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G2WZZ6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2J6PVD8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W3XSS2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A093YPY8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1X2IZW3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A428UMX8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A395RPK8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1V8U6N2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4U0URL8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4U0VIR3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2T3AIV1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A423XIN1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A423W2M3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2VPH4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A162VQR4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2S4L131	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	F7VLU2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W6YE96	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A3M2SAN8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4R8RS81	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2T9YSH3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A3M7G4G7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A150VEH9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A074X0A5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G3JN10	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	C7YQ64	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2C5YNA1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A428R5L4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2J6SLQ8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A364NCX2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2T4ANQ8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0P7B7G2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	E3RSU5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2L2SQH0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	U4LF30	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A177DPX1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W9J085	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	J3NJS9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A194UQU1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Q8RWE4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A367J6U3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	J4USU1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A436ZPS7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A074XJU8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	K1Y262	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0B7NKQ1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A3D8SFD1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G0SBK8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2K1QSK5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A090C8Y8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A218YZ71	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W7MB59	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0C4E2T8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A086TCX4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A4S2MZ95	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1B8ACX0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	F9XCB0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1R0H2W4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1X2GR35	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A151GB60	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A178BAK1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G4UAR6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0D9NYH4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1E1KXS3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	E9E8G7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2T9Y638	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A074YN33	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W6YYM5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	R7YJ59	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A139IVB0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A175VUW4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2N3N2F1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A179G2T6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M1WC00	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A168H9G8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2K0WL96	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M3AP26	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G9NDD2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W2RMZ5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1X2HI48	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A074WS43	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0D1YTW4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	F0X9E1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	N1PLF6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	V5IQF3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2H3F630	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2E357	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	O23310	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2GAK0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2H2Y3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	K7JKR6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A232FFD0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1S3CMC5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W6D8P3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	V4M7K9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0I9QPN3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	D7MH07	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2C9UU71	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Q3CG21	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1U8L7P2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A067K1C4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1U8K674	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0D3BBK2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0S3S447	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2G2X323	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0A0KFU2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	B9SYE3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2U1LDD0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M4EEI7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2U1M8K8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2U1PUT3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A498HEJ6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M4DXA1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2I4DP36	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0D2TG81	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A3Q7J2P6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A078GAZ9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A197JT02	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W9SC25	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A398A901	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2C5X0F4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2T9Y5T3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y1W0T2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	C4R7X0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1R3GJ23	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A314ZGT1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2P6S1C4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A061DU54	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M4CBN5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A200R8K5	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A251V364	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A251V2L2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2J6M478	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2J6L017	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2G3BMX7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1U8ED96	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A251T979	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2I0WZM7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A443NF76	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2H5PRS8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A103YKA3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0L9VEI7	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1U7ZM17	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1U8B2M9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	U5CWP9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	F6HHP9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1R3J4H3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A015L9W8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	G8Y0T3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2F109	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y1XMG3	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1Y2CN06	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2G5BDF0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A061ATP1	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A2I1DXJ2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A423W9F9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A0G2HCP6	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A5DAN8	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	M3K1X4	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A1E4S0N2	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	A0A421J867	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	B5RUL0	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	C4YBQ9	GO:0043565	sequence-specific DNA binding	F
GO:0003677	DNA binding	F	Molecular Function	W1QFP5	GO:0043565	sequence-specific DNA binding	F
